question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
132257,70705,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1136,rv,rv,Online,U.S. President,0,,10/6/2020,10/8/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 11:33,,https://infogram.com/reutersipsos-poll-oct-8-1hdw2jnmxjqd4l0,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,48
132257,70705,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,1136,rv,rv,Online,U.S. President,0,,10/6/2020,10/8/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 11:33,,https://infogram.com/reutersipsos-poll-oct-8-1hdw2jnmxjqd4l0,general,6210,Trump,13254,Donald Trump,REP,41
132258,70705,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,882,lv,lv,Online,U.S. President,0,,10/6/2020,10/8/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 11:33,,https://infogram.com/reutersipsos-poll-oct-8-1hdw2jnmxjqd4l0,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53
132258,70705,2020,,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,882,lv,lv,Online,U.S. President,0,,10/6/2020,10/8/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 11:33,,https://infogram.com/reutersipsos-poll-oct-8-1hdw2jnmxjqd4l0,general,6210,Trump,13254,Donald Trump,REP,41
132242,70697,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5070,rv,rv,Online,U.S. President,0,,9/25/2020,10/8/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/9/2020 8:02,traditional voting question (RV),https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52.33
132242,70697,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5070,rv,rv,Online,U.S. President,0,,9/25/2020,10/8/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/9/2020 8:02,traditional voting question (RV),https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.51
132243,70697,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5161,lv,lv,Online,U.S. President,0,,9/25/2020,10/8/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/9/2020 8:02,traditional voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53.29
132243,70697,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5161,lv,lv,Online,U.S. President,0,,9/25/2020,10/8/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/9/2020 8:02,traditional voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.86
132244,70697,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5161,lv,lv,Online,U.S. President,0,,9/25/2020,10/8/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/9/2020 8:03,probabilistic voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52.76
132244,70697,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5161,lv,lv,Online,U.S. President,0,,9/25/2020,10/8/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/9/2020 8:03,probabilistic voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,42.25
132266,70712,2020,Georgia,262,Landmark Communications,90,WSB-TV,Landmark Communications,166,Landmark Communications,B,600,lv,lv,Online,U.S. President,0,,10/7/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 18:46,,https://assets.documentcloud.org/documents/7224570/WSB-Landmark-Senate-Poll-10-9-20.pdf,general,6221,Biden,13256,Joseph R. Biden Jr.,DEM,46.8
132266,70712,2020,Georgia,262,Landmark Communications,90,WSB-TV,Landmark Communications,166,Landmark Communications,B,600,lv,lv,Online,U.S. President,0,,10/7/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 18:46,,https://assets.documentcloud.org/documents/7224570/WSB-Landmark-Senate-Poll-10-9-20.pdf,general,6221,Trump,13254,Donald Trump,REP,48.6
132266,70712,2020,Georgia,262,Landmark Communications,90,WSB-TV,Landmark Communications,166,Landmark Communications,B,600,lv,lv,Online,U.S. President,0,,10/7/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 18:46,,https://assets.documentcloud.org/documents/7224570/WSB-Landmark-Senate-Poll-10-9-20.pdf,general,6221,Jorgensen,14611,Jo Jorgensen,LIB,0.7
132203,70684,2020,Florida,235,Opinion Savvy/InsiderAdvantage,,,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B-,400,lv,lv,IVR/Live Phone,U.S. President,0,,10/6/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 16:28,,https://hannity.com/media-room/hannity-exclusive-pollster-who-predicted-trumps-2016-win-shows-president-up-3-points-in-florida/?utm_source=socialflow,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,43
132203,70684,2020,Florida,235,Opinion Savvy/InsiderAdvantage,,,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B-,400,lv,lv,IVR/Live Phone,U.S. President,0,,10/6/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 16:28,,https://hannity.com/media-room/hannity-exclusive-pollster-who-predicted-trumps-2016-win-shows-president-up-3-points-in-florida/?utm_source=socialflow,general,6220,Trump,13254,Donald Trump,REP,46
132203,70684,2020,Florida,235,Opinion Savvy/InsiderAdvantage,,,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B-,400,lv,lv,IVR/Live Phone,U.S. President,0,,10/6/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 16:28,,https://hannity.com/media-room/hannity-exclusive-pollster-who-predicted-trumps-2016-win-shows-president-up-3-points-in-florida/?utm_source=socialflow,general,6220,Jorgensen,14611,Jo Jorgensen,LIB,1
132225,70692,2020,Michigan,1102,Emerson College,1446,NewsNation,Emerson College,88,Emerson College,A-,716,lv,lv,IVR/Online/Text,U.S. President,0,,10/6/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 21:22,,https://emersonpolling.reportablenews.com/pr/michigan-2020-democrats-hold-10-point-leads-in-presidential-and-us-senate-races,general,6233,Biden,13256,Joseph R. Biden Jr.,DEM,54.2
132225,70692,2020,Michigan,1102,Emerson College,1446,NewsNation,Emerson College,88,Emerson College,A-,716,lv,lv,IVR/Online/Text,U.S. President,0,,10/6/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 21:22,,https://emersonpolling.reportablenews.com/pr/michigan-2020-democrats-hold-10-point-leads-in-presidential-and-us-senate-races,general,6233,Trump,13254,Donald Trump,REP,43.4
132135,70662,2020,Montana,1102,Emerson College,,,Emerson College,88,Emerson College,A-,500,lv,lv,Text,U.S. President,0,,10/5/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 20:43,,https://emersonpolling.reportablenews.com/pr/montana-2020-republicans-hold-advantages-in-presidential-us-senate-and-governor-races,general,6237,Biden,13256,Joseph R. Biden Jr.,DEM,43.6
132135,70662,2020,Montana,1102,Emerson College,,,Emerson College,88,Emerson College,A-,500,lv,lv,Text,U.S. President,0,,10/5/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 20:43,,https://emersonpolling.reportablenews.com/pr/montana-2020-republicans-hold-advantages-in-presidential-us-senate-and-governor-races,general,6237,Trump,13254,Donald Trump,REP,56.4
132174,70680,2020,,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,17249,lv,lv,Online,U.S. President,0,,10/5/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 11:38,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52
132174,70680,2020,,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,17249,lv,lv,Online,U.S. President,0,,10/5/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 11:38,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Trump,13254,Donald Trump,REP,43
132260,70706,2020,Arizona,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,727,lv,lv,Online,U.S. President,0,,10/4/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 14:46,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,general,6214,Biden,13256,Joseph R. Biden Jr.,DEM,49
132260,70706,2020,Arizona,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,727,lv,lv,Online,U.S. President,0,,10/4/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 14:46,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,general,6214,Trump,13254,Donald Trump,REP,43
132260,70706,2020,Arizona,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,727,lv,lv,Online,U.S. President,0,,10/4/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 14:46,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,general,6214,Jorgensen,14611,Jo Jorgensen,LIB,1
132260,70706,2020,Arizona,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,727,lv,lv,Online,U.S. President,0,,10/4/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 14:46,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,general,6214,Hawkins,14612,Howie Hawkins,GRE,1
132265,70711,2020,Wisconsin,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,688,lv,lv,Online,U.S. President,0,,10/4/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 14:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,51
132265,70711,2020,Wisconsin,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,688,lv,lv,Online,U.S. President,0,,10/4/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 14:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,general,6259,Trump,13254,Donald Trump,REP,41
132265,70711,2020,Wisconsin,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,,688,lv,lv,Online,U.S. President,0,,10/4/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/9/2020 14:47,,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-4-7-october/?utm_source=rss&utm_medium=rss&utm_campaign=latest-us-swing-states-voting-intention-4-7-october,general,6259,Jorgensen,14611,Jo Jorgensen,LIB,1
132116,70650,2020,Florida,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,678,lv,lv,Online,U.S. President,0,,9/29/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 14:33,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w2_10_07_2020.pdf,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,49
132116,70650,2020,Florida,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,678,lv,lv,Online,U.S. President,0,,9/29/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 14:33,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_florida_state_poll_w2_10_07_2020.pdf,general,6220,Trump,13254,Donald Trump,REP,45
132117,70651,2020,Arizona,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,633,lv,lv,Online,U.S. President,0,,9/29/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 14:33,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w2_10_07_2020.pdf,general,6214,Biden,13256,Joseph R. Biden Jr.,DEM,48
132117,70651,2020,Arizona,744,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,633,lv,lv,Online,U.S. President,0,,9/29/2020,10/7/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 14:33,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-10/topline_reuters_arizona_state_poll_w2_10_07_2020.pdf,general,6214,Trump,13254,Donald Trump,REP,46
132149,70664,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5019,rv,rv,Online,U.S. President,0,,9/24/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 7:34,traditional voting question (RV),https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52.62
132149,70664,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5019,rv,rv,Online,U.S. President,0,,9/24/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 7:34,traditional voting question (RV),https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.48
132150,70664,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5114,lv,lv,Online,U.S. President,0,,9/24/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 7:34,traditional voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53.66
132150,70664,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5114,lv,lv,Online,U.S. President,0,,9/24/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 7:34,traditional voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,41.55
132151,70664,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5114,lv,lv,Online,U.S. President,0,,9/24/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 7:34,probabilistic voting question,https://election.usc.edu/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53.06
132151,70664,2020,,1610,USC Dornsife/Los Angeles Times,,,USC Dornsife,343,USC Dornsife/Los Angeles Times,B/C,5114,lv,lv,Online,U.S. President,0,,9/24/2020,10/7/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 7:34,probabilistic voting question,https://election.usc.edu/,general,6210,Trump,13254,Donald Trump,REP,42.1
132158,70668,2020,,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B-,1011,a,a,Online/Text,U.S. President,0,,10/6/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 9:20,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,54.88
132158,70668,2020,,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B-,1011,a,a,Online/Text,U.S. President,0,,10/6/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 9:20,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,general,6210,Trump,13254,Donald Trump,REP,40.42
132159,70668,2020,,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B-,955,rv,rv,Online/Text,U.S. President,0,,10/6/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 9:20,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,57.16
132159,70668,2020,,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B-,955,rv,rv,Online/Text,U.S. President,0,,10/6/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 9:20,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,general,6210,Trump,13254,Donald Trump,REP,39.37
132160,70668,2020,,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B-,863,lv,lv,Online/Text,U.S. President,0,,10/6/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 9:21,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,56.2
132160,70668,2020,,1515,Data for Progress,,,Data for Progress,522,Data for Progress,B-,863,lv,lv,Online/Text,U.S. President,0,,10/6/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 9:21,,https://docs.google.com/spreadsheets/d/1dGGzVgmSaesL4N8JeM07YIfMsT_BJ1yflf-29y_ejcQ/edit#gid=0,general,6210,Trump,13254,Donald Trump,REP,40.81
132200,70682,2020,Texas,1226,Rasmussen Reports/Pulse Opinion Research,,,Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,lv,Automated Phone,U.S. President,0,,10/5/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 15:04,,https://crosswindpr.com/texas-statewide-poll-shows-trump-leading-biden-7-among-likely-voters/,general,6254,Biden,13256,Joseph R. Biden Jr.,DEM,44
132200,70682,2020,Texas,1226,Rasmussen Reports/Pulse Opinion Research,,,Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,C+,1000,lv,lv,Automated Phone,U.S. President,0,,10/5/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 15:04,,https://crosswindpr.com/texas-statewide-poll-shows-trump-leading-biden-7-among-likely-voters/,general,6254,Trump,13254,Donald Trump,REP,51
132082,70637,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,1500,rv,rv,Online,U.S. President,0,,10/4/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 9:43,,https://docs.cdn.yougov.com/1qb5j6pdqd/econTabReport.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,46
132082,70637,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,1500,rv,rv,Online,U.S. President,0,,10/4/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 9:43,,https://docs.cdn.yougov.com/1qb5j6pdqd/econTabReport.pdf,general,6210,Trump,13254,Donald Trump,REP,38
132083,70637,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,1364,lv,lv,Online,U.S. President,0,,10/4/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 9:43,,https://docs.cdn.yougov.com/1qb5j6pdqd/econTabReport.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51
132083,70637,2020,,568,YouGov,352,Economist,YouGov,391,YouGov,B,1364,lv,lv,Online,U.S. President,0,,10/4/2020,10/6/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 9:43,,https://docs.cdn.yougov.com/1qb5j6pdqd/econTabReport.pdf,general,6210,Trump,13254,Donald Trump,REP,42
132173,70679,2020,,1189,Morning Consult,,,Morning Consult,218,Morning Consult,B/C,12000,lv,lv,Online,U.S. President,0,,10/4/2020,10/6/2020,11/3/2020,,FALSE,,TRUE,FALSE,FALSE,10/8/2020 11:37,,https://morningconsult.com/2020-presidential-election-tracker/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51
